date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2023-02-20,"""Very good airline""",10,"✅ Trip Verified |  Very positive experience with Indigo. Easy baggage-drop at Lucknow airport, new aircraft, well trained crew. Very good airline, warmly recommended.",Economy Class,5,yes,423,4,5,4,,Business,ATR 72,Lucknow to Jaipur,February 2023,4,,IndiGo,India
2023-02-21,"""extremely helpful ground staff""",10,Not Verified |  I was pleasantly surprised by the efficient and extremely helpful ground staff of Indigo Airlines counter at Bangalore airport this afternoon (we flew the BLR-Kannaur flight). We had difficulty with our luggage allowances and they helped us figure it out. Also the staffs very warm and friendly attitude made our check in process quite à pleasant experience. Wish the ground staff at other airports would also follow suit.,Economy Class,5,yes,424,5,5,,,Family Leisure,,Bangalore to Kannaur,February 2023,5,,IndiGo,India
2023-02-25,"""poor ground staff experience at Delhi""",5,"Not Verified |  Very poor ground staff experience at Delhi after arriving from Heathrow, en route to Amritsar. The Virgin flight arrived at T3 and we told to go to T1 for our Indigo flight. I managed to find the ticket desk to buy the shuttle bus tickets. Some passenger took taxis. When we arrived at T1 our boarding passes did not allow us entry, by security. We were told to go to the Indigo desk, who informed us we needed to go to T3 for our flight! About 10 of us all protested and asked them to recheck. After checking, they realised they had made a mistake. They issued new boarding passes and managed to give them to the wrong passengers and luckily we sorted it out amongst ourselves. Their check in and transfers at Goa and Delhi were so chaotic. ",Economy Class,4,no,425,5,5,4,,Couple Leisure,,Delhi to Amritsar,February 2023,1,,IndiGo,India
2023-02-28,"""food and drinks are payable""",1,"Chandigarh to Kolkata via Delhi on this Low-Cost airline in late February 2023. Flight arrivals and departures were on time and cabin crew were friendly. The flights have no onboard entertainment and food and drinks are payable by cash or credit card, if you pay cash, they only accept rupee notes. If you pay by credit card you have to comply with compulsory 'dynamic currency conversion', which means that the airline will charge you in your home currency (instead of in rupees). On arriving at Kolkata, we were informed that our luggage had been detailed at the origin because security checks had found a power battery pack (these cannot checked in) in the suitcase. We were assured that the suitcase would be returned to us within 24 hours after security had removed the offending item and store it for us to collect on our return to Chandigarh. ",Economy Class,2,no,426,3,3,1,,Couple Leisure,,Kolkata to Chandigarh,February 2023,2,,IndiGo,India
2023-03-07,"""impressed by the service""",9,"✅ Trip Verified |  I was totally impressed by the service I got on an Indigo Flight while traveling from Doha to Cochin. The food served, and the quality of service from the ground staff as well as the cabin crew was amazing. Moreover the efforts to make IndiGo the coolest airline has worked. I'm happy as a IndiGo user.",Economy Class,5,yes,427,5,5,5,1,Solo Leisure,A320,Doha to Cochi,March 2023,5,1,IndiGo,India
2023-04-10,"""worst and horrible experience""",1,Not Verified | The worst flight ever experienced in my life. My next IndiGo flight from Mumbai to Trivandrum is at 8.45 pm. The departure time of this flight was at 2.55 pm I’m still sitting in the flight (Now the time is 5.18pm). We had spent a huge amount to book these two flights. And now I’m going to miss my flight to Trivandrum. And the cabin crew is telling the flight will reach there at 7.15pm. As far as I know Srinagar to Mumbai will take minimum 3 hours flying time. The worst and horrible experience. Please don’t ever choose go first flight even though they give it free of first. You will not only lose your money but your valuable time too,Economy Class,1,no,428,1,1,1,1,Family Leisure,,Srinagar to Mumbai,April 2023,1,1,IndiGo,India
2023-04-11,"""I should thank Indigo Airlines""",10,"✅ Trip Verified |  On March 16 Saturday, morning landed from USA, I took the morning Indigo Flight to Tirupati. I was running late to catchup my evening return flight to Hyderabad, based my request, Indigo and Tirupati Airport Security helped me, reopened gate and security to get into flight which starts at 9pm which is impossible but they did it. I should thank Indigo Airlines Customer priceless service. ",Economy Class,5,yes,429,5,5,,,Solo Leisure,,Hyderabad to Tirupati ,March 2023,5,,IndiGo,India
2023-04-19,"""three days to confirm a booking""",1,"✅ Trip Verified |  I have spent over six hours across three days to confirm a booking via Indigo airline's payment processor (CC Avenue). I original tried to book with a US bank card. This process failed with vague messages, then I received an email stating I should wait 20 minutes for my booking to be confirmed. If not confirmed in 20 minutes I should make another payment on the booking PNR or if payment is confirmed and no booking confirmed, I need to wait one week for my money to be returned. Both my US banks flagged Indigo transactions as fraud. To make things worse, none of the five booking or payment processor representatives demonstrated they understand what PNR or airline's standard rules are. The phone systems were so bad that I was disconnected over 4 times and every representative had connection and audio issues. Now day three and 6 hours into a booking process where my Chase account has pre approved my payment, the last rep I worked with asked me to wait one hour for a call back because Indigo's payment systems were offline. ",Economy Class,1,no,430,,,,,Business,,Hyderabad to Kochi,April 2023,,,IndiGo,India
2023-04-22,"""will never fly with them""",1,"✅ Trip Verified |  The worst customer service I've ever experienced. I bought 2 tickets, one normal and one flexible through flight network and I had a work emergency. I cancelled my flight 3 weeks prior, according to their website they charge 400INR for cancellation when cancelled up to 4 days before the flight. I started the cancellation with flight network and it was immediately bad as they told me my flexible ticket didn't work on cancellation although I found a different information on the website (in some places it says it doesn't work, in others says it works), I emailed IndiGo and they told me my ticket was not flexible (I paid for flexi), anyway, after dozens of emails complaining, I decided to cancel anyway and pay the fee. No refund was processed. I asked to talk to someone in the complaints department, no refund the was processed so I emailed them again. I added attachments of all my conversations with the company and flight network, and they replied saying they would refund me. No refund was done so I emailed them again and received a ridiculous email they would refund me with no-show ammount (10% of my payment) which is unacceptable. I will never fly with them or book a ticket again.",Economy Class,1,no,431,,,,,Solo Leisure,,Dubai to Phuket,April 2023,2,,IndiGo,India
2023-04-22,"""nothing but broken bottles""",1,"✅ Trip Verified |  My flight 6e 1176 which was from Colombo to Chennai and then Chennai to Mumbai. My flight landed at Chennai on T3 and I made some alcohol purchases from the duty free which was expensive. My flight from Chennai to Mumbai was at T1, after doing the security check I was informed that I cannot take the alcohol bottles in my cabin luggage. The security personnel helped get the bag checked in but even after mentioning that there are fragile items in the bag, there was no care taken. When I reached my belt after landing I got nothing but broken bottles.",Economy Class,1,no,432,1,1,1,1,Family Leisure,A320,Colombo to Mumbai via Chennai,April 2023,1,1,IndiGo,India
2023-04-24,"""probably India’s best low cost airline""",5,Not Verified |  IndiGo are a low cost airline and as such are prone to delays. This flight left 40 mins late. Being only an ATR we couldn’t climb above the clouds making it a fairly uncomfortable flight. It’s a pay service although they do give you a free small bottle of water which strangely was handed out as we got off. Seats don’t recline. IndiGo style themselves as a funky airline and so their crew were badges with phrases such as leading lady or Miss IndiGo. I would use them again as I think they are probably India’s best low cost airline.,Economy Class,3,yes,433,2,2,,,Solo Leisure,ATR72,Jaipur to Ahmedabad,April 2023,2,,IndiGo,India
